TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative		Category
GO:0000387	spliceosomal snRNP assembly	-1.34338903	4.341671887	0.073046255	0.890508292	0.40468997	null		BP
GO:0006006	glucose metabolic process	-1.334980943	5.076549425	0.396726879	0.936643254	0.25081176	null		BP
GO:0006086	acetyl-CoA biosynthetic process from pyruvate	-1.635071441	4.335457901	0.072008486	0.921068456	0.02411046	null		BP
GO:0006829	zinc ion transport	-1.618359994	4.312706146	0.068333057	0.987010065	0.00834291	null		BP
GO:0006952	defense response	-1.413768367	5.495515199	1.041021388	0.864567171	0.3641597	null		BP
GO:0007019	microtubule depolymerization	-1.354900032	3.038620162	0.003632189	0.92400478	0.00667189	null		BP
GO:0007166	cell surface receptor signaling pathway	-1.731398705	5.554889955	1.193533426	0.816170706	0	null		BP
GO:0009704	de-etiolation	-1.332581938	2.858537198	0.002398176	0.754287645	0.65602979	null		BP
GO:0010052	guard cell differentiation	-1.338953228	3.541079768	0.011558478	0.883390268	0.00724424	null		BP
GO:0045951	positive regulation of mitotic recombination	-1.644277218	2.173186268	0.000492275	0.948336178	0.15195653	null		BP
GO:0051513	regulation of monopolar cell growth	-1.683213946	3.053078443	0.003755258	0.943985036	0.17307818	null		BP
GO:0070085	glycosylation	-1.658500706	5.312572951	0.683150952	0.976440914	0.01038318	null		BP
GO:0080167	response to karrikin	-1.634658009	2.041392685	0.000362554	0.859557853	0.19314783	null		BP
GO:0000159	protein phosphatase type 2A complex	-2.493956568	4.144543074	0.053112536	0.753030742	0	null		CC
GO:0005576	extracellular region	-1.387754148	5.896555427	3.000820221	0.999949481	0	null		CC
GO:0034715	pICln-Sm protein complex	-1.618359994	3.157758886	0.005471947	0.486616121	0.18627576	null		CC
GO:0005685	U1 snRNP	5685	-1.618359994	4.021767973	0.040032413	0.475457132	0.72095314	34715	CC
GO:0003887	DNA-directed DNA polymerase activity	-1.325269989	5.133934702	0.370832342	0.923226394	0.23765519	null		MF
GO:0004033	aldo-keto reductase (NADP) activity	-1.641873651	3.678609417	0.012994647	0.887060011	0.0253543	null		MF
GO:0004365	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity	-1.640258995	3.860697274	0.019764394	0.809999228	0.21655749	null		MF
GO:0004739	pyruvate dehydrogenase (acetyl-transferring) activity	-1.635071441	4.266936911	0.050368558	0.806276906	0.60278976	null		MF
GO:0016758	hexosyltransferase activity	-1.67744155	5.531404825	0.926082419	0.921079872	0	null		MF
GO:0016818	"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"	-1.644277218	6.271504956	5.090387165	0.96102721	0.04511723	null		MF
GO:0019888	protein phosphatase regulator activity	-2.493956568	4.62265949	0.114260265	1	0	null		MF
GO:0032559	adenyl ribonucleotide binding	-1.660395678	6.703482941	13.7635019	0.885947225	0.39284012	null		MF
GO:0043168	anion binding	-1.34664889	6.855147272	19.51611205	0.931964708	0.17562066	null		MF
GO:0043531	ADP binding	-1.615389534	4.886101378	0.209576134	0.87766486	0	null		MF
