TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative		Category
GO:0000387	spliceosomal snRNP assembly	-1.388721759	4.341671887	0.073046255	0.67962891	0.62065734	null		BP
GO:0006406	mRNA export from nucleus	-1.3609745	4.375151302	0.078900333	0.891569246	0.03598962	null		BP
GO:0006486	protein glycosylation	-1.354410474	5.276259546	0.628352125	0.904620316	0.16865824	null		BP
GO:0006906	vesicle fusion	-2.205201202	3.966188681	0.030767172	0.821137285	0.33118816	null		BP
GO:0009072	aromatic amino acid metabolic process	-1.423993472	5.338412664	0.725030894	0.865792043	0.00883943	null		BP
GO:0009651	response to salt stress	-1.712665049	3.8831502	0.025412021	0.813469221	0.35675321	null		BP
GO:0009408	response to heat	9408	-1.496491834	4.702508082	0.167666117	0.798366251	0.70572417	9651	BP
GO:0032508	DNA duplex unwinding	-1.5079196	5.228295109	0.562650077	0.789039493	0.53127346	null		BP
GO:0032784	regulation of DNA-templated transcription elongation	-1.432822164	4.605875827	0.134218044	0.90051317	0.21952159	null		BP
GO:0036297	interstrand cross-link repair	-2.044729863	4.093561758	0.041254619	0.697351563	0.34938969	null		BP
GO:0042542	response to hydrogen peroxide	-2.172394915	3.736077637	0.018111054	0.802898209	0.00662801	null		BP
GO:0019430	removal of superoxide radicals	19430	-1.380506285	4.494043222	0.103746903	0.752839188	0.8453897	42542	BP
GO:0043007	maintenance of rDNA	-1.797282417	2.475671188	0.000991202	0.740316215	0.38282768	null		BP
GO:0043928	exonucleolytic catabolism of deadenylated mRNA	-1.326981648	3.099680641	0.004181009	0.646814731	0.54064768	null		BP
GO:0051259	protein complex oligomerization	-2.317471119	4.814999633	0.217239515	0.824529768	0	null		BP
GO:0070716	mismatch repair involved in maintenance of fidelity involved in DNA-dependent DNA replication	-1.797282417	2.049218023	0.000369206	0.754955441	0.35746309	null		BP
GO:0071038	nuclear polyadenylation-dependent tRNA catabolic process	-1.326981648	3.163757524	0.004846245	0.714867748	0.13185602	null		BP
GO:0071034	CUT catabolic process	71034	-1.326981648	2.828659897	0.00223852	0.736223491	0.77806111	71038	BP
GO:0071035	nuclear polyadenylation-dependent rRNA catabolic process	71035	-1.326981648	3.040206628	0.003645494	0.717588197	0.97777934	71038	BP
GO:0090657	telomeric loop disassembly	-1.797282417	2.626340367	0.001403648	0.736396221	0.3345402	null		BP
GO:1904430	negative regulation of t-circle formation	-1.797282417	2.315970345	0.000685193	0.821832764	0.00542377	null		BP
GO:0010569	regulation of double-strand break repair via homologous recombination	10569	-1.797282417	3.67292869	0.015659659	0.818985288	0.91747769	1904430	BP
GO:0045910	negative regulation of DNA recombination	45910	-1.797282417	3.859798547	0.024081548	0.782781528	0.75741011	1904430	BP
GO:0000445	THO complex part of transcription export complex	-1.690148355	3.415307292	0.009904338	0.544501135	0.21872048	null		CC
GO:0005789	endoplasmic reticulum membrane	-2.097447141	5.589853577	1.480940337	0.546740924	0.19550933	null		CC
GO:0015935	small ribosomal subunit	-2.148830389	5.004811291	0.385027809	0.56563295	0	null		CC
GO:0031201	SNARE complex	-1.959645173	3.764549719	0.022139109	0.656696618	0.23130941	null		CC
GO:0031902	late endosome membrane	-1.358478566	4.39208112	0.093917952	0.624486797	0.52086482	null		CC
GO:0034715	pICln-Sm protein complex	-1.612883	3.157758886	0.005471947	0.618029532	0.21027866	null		CC
GO:0005685	U1 snRNP	5685	-1.612883	4.021767973	0.040032413	0.413799706	0.72095314	34715	CC
GO:0043541	UDP-N-acetylglucosamine transferase complex	-1.356593544	2.478566496	0.001142369	0.567409112	0.53205959	null		CC
GO:0043596	nuclear replication fork	-1.779424302	4.1926232	0.059330831	0.649271126	0.33394557	null		CC
GO:0055029	nuclear DNA-directed RNA polymerase complex	-1.660143114	4.90297597	0.304547923	0.448542992	0.49595442	null		CC
GO:0070847	core mediator complex	-1.658308791	3.271376872	0.007109342	0.551096078	0.39668097	null		CC
GO:0000149	SNARE binding	-1.62762802	4.145445036	0.038076766	0.894476726	0.34083944	null		MF
GO:0003735	structural constituent of ribosome	-1.494244328	5.920306506	2.267524956	1	0	null		MF
GO:0003954	NADH dehydrogenase activity	-1.471511182	5.082185558	0.329175918	0.947885673	0.02719529	null		MF
GO:0004577	N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase activity	-1.356593544	3.221674997	0.004535867	0.932440133	0.14376524	null		MF
GO:0004930	G protein-coupled receptor activity	-1.481612149	5.608660794	1.10638382	0.997100634	0.00914963	null		MF
GO:0005484	SNAP receptor activity	-2.074165912	4.380753771	0.065460872	0.997419312	0	null		MF
GO:0008447	L-ascorbate oxidase activity	-1.304322996	2.802773725	0.001727171	0.95164107	0.22687286	null		MF
GO:0015144	carbohydrate transmembrane transporter activity	-1.766011582	4.880973566	0.207116141	0.997271103	0.00723494	null		MF
GO:0016409	palmitoyltransferase activity	-1.652461458	4.528479616	0.091984117	0.888486991	0	null		MF
GO:0043621	protein self-association	-2.002135029	3.772688355	0.016138425	0.896671673	0	null		MF
GO:0045547	dehydrodolichyl diphosphate synthase activity	-1.354410474	2.45331834	0.000770961	0.936693264	0.13018784	null		MF
GO:0061665	SUMO ligase activity	-1.481026999	2.919078092	0.002258399	0.897410105	0.36845658	null		MF
GO:0070182	DNA polymerase binding	-1.323580883	3.05422991	0.003083845	0.901553784	0.29603067	null		MF
