TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative		Category
GO:0006122	"mitochondrial electron transport, ubiquinol to cytochrome c"	-1.507737545	4.03120642	0.035736486	0.947806494	0.06087206	null		BP
GO:0006273	lagging strand elongation	-1.498327869	3.793161529	0.020655582	0.810559507	0.26792406	null		BP
GO:0009094	L-phenylalanine biosynthetic process	-1.507719744	4.067777359	0.0388764	0.83472321	0.32741584	null		BP
GO:0009451	RNA modification	-1.624010493	5.789904902	2.050454037	0.785062907	0	null		BP
GO:0010792	DNA double-strand break processing involved in repair via single-strand annealing	-1.507737545	2.471291711	0.000981223	0.76289495	0.17711401	null		BP
GO:0015074	DNA integration	-1.371393732	5.408253537	0.851525546	0.770991087	0.40472826	null		BP
GO:0015936	coenzyme A metabolic process	-1.507416964	4.738423783	0.182121699	0.826769648	0.21606508	null		BP
GO:0017157	regulation of exocytosis	-1.503395638	3.817433144	0.021843029	0.946012882	0.14836321	null		BP
GO:0035235	ionotropic glutamate receptor signaling pathway	-1.507731746	4.237995893	0.057532948	0.872372285	0.21958074	null		BP
GO:0036498	IRE1-mediated unfolded protein response	-1.505397221	2.706717782	0.0016897	0.873651492	0.29757603	null		BP
GO:0042391	regulation of membrane potential	-1.507737545	4.528376709	0.112281882	0.946508212	0	null		BP
GO:0043328	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	-1.507737545	3.842734019	0.023153544	0.830483051	0.0964112	null		BP
GO:0070681	glutaminyl-tRNAGln biosynthesis via transamidation	-1.507737545	3.598681099	0.013198285	0.806293699	0.26982435	null		BP
GO:0071260	cellular response to mechanical stimulus	-1.507737545	3.343999069	0.007340881	0.921360939	0.00729135	null		BP
GO:0080156	mitochondrial mRNA modification	-1.356820829	2.890979597	0.002584442	0.84958591	0.27444259	null		BP
GO:1990544	mitochondrial ATP transmembrane transport	-1.507723383	3.821579028	0.022052578	0.840234655	0.34503962	null		BP
GO:0140021	mitochondrial ADP transmembrane transport	140021	-1.507723383	3.815843291	0.0217632	0.840272579	0.91658575	1990544	BP
GO:0005654	nucleoplasm	-1.522631528	5.494381426	1.188680495	0.784795168	0	null		CC
GO:0005750	mitochondrial respiratory chain complex III	-1.507737545	4.029830019	0.040782568	0.356311556	0.4162617	null		CC
GO:0005787	signal peptidase complex	-1.507737545	3.966470264	0.035245887	0.330197114	0.36104157	null		CC
GO:0030956	glutamyl-tRNA(Gln) amidotransferase complex	-1.507737545	4.057361763	0.043451904	0.591431481	0	null		CC
GO:0043190	ATP-binding cassette (ABC) transporter complex	-1.505566922	5.326907033	0.808332591	0.392931504	0.68174118	null		CC
GO:1990604	IRE1-TRAF2-ASK1 complex	-1.505397221	2.615950052	0.001568853	0.428328979	0.63297458	null		CC
GO:0003676	nucleic acid binding	-1.30123399	6.866269376	20.02236659	0.944771121	0.14594645	null		MF
GO:0003684	damaged DNA binding	-1.435615732	4.956475787	0.246443335	0.947988319	0.05296897	null		MF
GO:0003723	RNA binding	-1.684459896	6.281472442	5.208567618	0.934860629	0.28709864	null		MF
GO:0003842	1-pyrroline-5-carboxylate dehydrogenase activity	-1.507737545	3.922465945	0.022785581	0.851464318	0.60051259	null		MF
GO:0003865	3-oxo-5-alpha-steroid 4-dehydrogenase activity	-1.507737545	3.530455844	0.009237913	0.864829596	0.47414069	null		MF
GO:0004420	hydroxymethylglutaryl-CoA reductase (NADPH) activity	-1.507416964	3.766635886	0.015915037	0.887072055	0.21596198	null		MF
GO:0004451	isocitrate lyase activity	-1.507703726	3.78096503	0.016448989	0.913038284	0.33978547	null		MF
GO:0004519	endonuclease activity	-1.624309169	5.666082532	1.262779976	0.969485469	0	null		MF
GO:0004664	prephenate dehydratase activity	-1.507719744	4.042299807	0.030026623	0.897778763	0.50018596	null		MF
GO:0005261	monoatomic cation channel activity	-1.507737545	5.472836867	0.809247742	0.913334984	0	null		MF
GO:0005488	binding	-1.334882174	7.318248685	56.68847261	1	0	null		MF
GO:0005548	phospholipid transporter activity	-1.505566922	4.200084064	0.043182	0.941645853	0.34583194	null		MF
GO:0008121	ubiquinol-cytochrome-c reductase activity	-1.507737545	4.09464579	0.033873257	0.808282627	0.5779452	null		MF
GO:0008270	zinc ion binding	-1.633164437	6.141802083	3.776138037	0.970127596	0.04992422	null		MF
GO:0030247	polysaccharide binding	-1.832356471	4.710625015	0.139914476	0.978389854	0	null		MF
GO:0035173	histone kinase activity	-1.502516258	3.436639632	0.007442636	0.954942496	0.25739416	null		MF
GO:0043878	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity	-1.507737545	3.751740874	0.015378361	0.853484809	0.19891503	null		MF
GO:0045159	myosin II binding	-1.503395638	2.631443769	0.001163252	0.984671989	0.02741624	null		MF
GO:0047751	3-oxo-5alpha-steroid 4-dehydrogenase (NADP(+))	-1.507737545	3.114610984	0.003544242	0.86939992	0.02363891	null		MF
GO:0047769	arogenate dehydratase activity	-1.507719744	3.064083436	0.003154675	0.904345332	0.02345212	null		MF
GO:0050567	glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity	-1.507737545	4.43264866	0.073769818	0.974461542	0.02983366	null		MF
GO:0061630	ubiquitin protein ligase activity	-1.607856669	5.049020219	0.30497373	0.950213854	0.03399933	null		MF
