TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative		Category
GO:0002229	defense response to oomycetes	-1.929494332	2.532754379	0.001130901	0.832652171	0.00513204	null		BP
GO:0005991	trehalose metabolic process	-1.679538551	4.4142043	0.086324368	0.974692878	0.02952946	null		BP
GO:0009308	amine metabolic process	-1.772394843	5.248659743	0.589661991	0.955902767	0.13181249	null		BP
GO:0009723	response to ethylene	-1.476412539	4.178775572	0.050198719	0.839401096	0.17248616	null		BP
GO:0019354	siroheme biosynthetic process	-1.957217236	4.15247181	0.047248397	0.925884082	0	null		BP
GO:0034085	establishment of sister chromatid cohesion	-1.731590347	3.623456048	0.013973285	0.938252176	0.00591244	null		BP
GO:0042446	hormone biosynthetic process	-1.652213126	4.404782419	0.084471685	0.822600746	0.12524803	null		BP
GO:0009851	auxin biosynthetic process	9851	-1.620390799	3.152594078	0.004723177	0.827812597	0.7789311	42446	BP
GO:0042542	response to hydrogen peroxide	-1.395453158	3.736077637	0.018111054	0.800976476	0.55014366	null		BP
GO:0042742	defense response to bacterium	-1.562979744	4.503286664	0.10597877	0.809638052	0.54570721	null		BP
GO:0048235	pollen sperm cell differentiation	-1.730437423	2.460897843	0.00095794	0.989998267	0.0050877	null		BP
GO:0051259	protein complex oligomerization	-1.414093801	4.814999633	0.217239515	0.93629343	0.31376996	null		BP
GO:2000032	regulation of secondary shoot formation	-1.652213126	2.721810615	0.001749571	0.953046829	0.00525236	null		BP
GO:0005875	microtubule associated complex	-1.505134758	4.854561077	0.272420702	1	0	null		CC
GO:0003824	catalytic activity	-2.840981581	7.362887571	62.82516583	1	0	null		MF
GO:0003896	DNA primase activity	-1.342110678	4.232970712	0.046579133	0.88746896	0.28705537	null		MF
GO:0004024	"alcohol dehydrogenase activity, zinc-dependent"	-1.358142181	2.820857989	0.001800726	0.864071567	0.43045628	null		MF
GO:0004049	anthranilate synthase activity	-1.531928222	4.016490132	0.028294004	0.969102349	0.02120234	null		MF
GO:0004555	"alpha,alpha-trehalase activity"	-1.679538551	3.79021477	0.01680314	0.937006603	0.02054552	null		MF
GO:0004675	transmembrane receptor protein serine/threonine kinase activity	-2.021296911	4.03430753	0.02947905	0.848814825	0	null		MF
GO:0004721	phosphoprotein phosphatase activity	-1.755612404	5.341986193	0.59872902	0.866705491	0.29724551	null		MF
GO:0004743	pyruvate kinase activity	-1.755612404	4.250615147	0.048510623	0.878016582	0.36666848	null		MF
GO:0004851	uroporphyrin-III C-methyltransferase activity	-1.957217236	3.992906818	0.026798394	0.921500553	0.14937728	null		MF
GO:0008270	zinc ion binding	-2.086661654	6.141802083	3.776138037	0.961099154	0	null		MF
GO:0016297	acyl-[acyl-carrier-protein] hydrolase activity	-1.55461768	3.739018246	0.014934309	0.909159526	0.40916114	null		MF
GO:0030955	potassium ion binding	-1.755612404	4.37533434	0.064649048	0.963118541	0.26068562	null		MF
GO:0048038	quinone binding	-1.421340171	5.00453202	0.275279464	0.988688927	0.05360804	null		MF
GO:0051903	S-(hydroxymethyl)glutathione dehydrogenase activity	-1.358142181	3.766710207	0.015917761	0.854311512	0.20473602	null		MF
GO:0052596	phenethylamine:oxygen oxidoreductase (deaminating) activity	-1.772394843	3.334453751	0.005881644	0.767474827	0.01933864	null		MF
GO:0052593	tryptamine:oxygen oxidoreductase (deaminating) activity	52593	-1.772394843	3.31196566	0.005584701	0.74400219	0.95788068	52596	MF
GO:0052594	aminoacetone:oxygen oxidoreductase(deaminating) activity	52594	-1.772394843	3.311329952	0.005576529	0.739295454	0.74036783	52596	MF
