sample,ME_mediumpurple3,ME_midnightblue,ME_lightyellow,ME_yellowgreen,ME_ivory,ME_sienna3,ME_tan,ME_orangered4,ME_skyblue3,ME_darkslateblue,ME_plum1,ME_red,ME_magenta,ME_purple,ME_royalblue,ME_darkgreen,ME_lightsteelblue1,ME_floralwhite,ME_lightcyan1,ME_brown,ME_cyan,ME_bisque4,ME_green,ME_darkolivegreen,ME_saddlebrown,ME_brown4,ME_darkorange,ME_darkmagenta,ME_blue,ME_turquoise,ME_steelblue,ME_greenyellow,ME_lightcyan,ME_yellow,ME_darkorange2,ME_pink,ME_darkgrey,ME_darkturquoise,ME_darkred,ME_paleturquoise,ME_black,ME_grey60,ME_grey,SITE,YEAR,TREE_ID,RGR,growth,Site,Year,Season
H173Fg01,2.126119203585902e-4,-0.04034529379481937,-0.006594705341971916,0.07600718749241618,-0.024743975000888666,0.0035050838641017797,0.043528550004951774,-0.16840125951142512,-0.2128580117818188,-0.014420676322601715,0.11036820084864456,0.03181389165785642,0.04027202574997151,0.05069910941893016,0.02782530377116193,0.08319056581145554,0.023934566900122696,0.05724812708226913,0.09574421858656335,0.08226519933484319,0.21001993169586206,0.04971039799490902,0.05457778047060353,0.07499478680277637,0.16900222153821906,0.06503600047198084,0.06087007607511239,0.13275228526319896,0.05368029145304285,0.0616800842743468,0.049280940750135394,0.07018057646152298,0.045129715663969255,0.022866310331210286,0.019613568121823022,0.04313825869266668,-0.044424974243073886,0.01752975412275424,0.03207474612068698,0.07213684913697264,0.07954706117910715,-0.0057003831404728745,0.030659307797334907,HF,2017,30156,0.01246118,0.1304071,HF,2017,Fall
H173Fg02,0.03296892586144163,-0.028810619253740954,0.0036235454249249066,0.10667418589501632,-0.06260989058856875,-0.026040959048459128,0.019350248650635393,-0.09117574810213291,-0.0723417797912782,-0.06759527283187533,0.2804850347394172,0.03150911231295639,0.01757472334826682,0.03730784186407543,-0.0025491911997721495,-0.013253283291736917,0.017560892627184466,-0.1341186680779909,0.2362710272786711,0.10325923800254388,0.2611655625356095,-0.024168345101002027,-0.013923212036131005,0.017361615087976623,0.15548462903480742,-0.02985240473621848,0.08209204976319362,0.1553301744611234,0.0835889888113317,0.0616707141606434,0.07245345611072718,0.1124607985402657,0.03268481671986745,0.007810317365851471,-0.030109481298942087,0.021877767959467276,-0.05817753243961521,-0.04879917734716854,0.03273832566350143,0.03222995639855464,-0.08085380702175027,-0.19085806384248424,-0.1655763439651597,HF,2017,10481,0.009235177,0.177208877,HF,2017,Fall
H173Fg07,0.027655249601538173,-0.014306820740013437,0.049473327403011025,0.024617217592127927,0.0038989742560976426,0.03990355596155448,0.014213538865834652,-0.1322883248058911,-0.13027294021405172,0.01830380055232932,0.10214833819458286,0.01520946932044176,0.021293221389102057,0.06602630621725553,0.029292121049211972,0.032726743410354475,-0.0017965026435100562,-0.043302821755579646,0.05717148849087428,0.12704599674517086,0.2512951775083893,0.08027818549417494,0.1162502675037449,0.015501339873597753,0.10301055256771338,-0.11470115475837753,0.029372831236065045,0.08270727809239287,0.07103847029794397,0.08834173261322775,0.09628628056563826,0.07832595853612917,0.0686926162402588,0.13728578721112827,0.10909799323902424,0.03998249263888842,-0.03649880989451337,0.034818563383151035,0.04177850429396701,0.041557365201271734,-0.06803831079806932,0.01969613611006127,-0.1074735512184431,HF,2017,81099,0.021030121,0.144519244,HF,2017,Fall
H173Fg08,-0.19065076382210494,-0.2923375922348643,0.008096947072234656,0.07870209106033246,-0.2136934050482921,-0.14874011584108893,-0.09045783660325951,-0.11349440375729103,0.05098222842199461,-0.07466819291938917,0.04686159318626869,-0.15351837465285273,-0.05262172039034317,-0.0011973165106267808,-0.16930329123759158,0.0075543507046133135,-0.1406784322435579,0.14354810415843167,0.1566242699352373,0.20257757678337224,0.050220482930806366,0.2203459895761344,0.30919221308923883,-0.02877621907017898,0.09677646356875141,-0.20451944752088888,-0.15747591884803108,0.0064746827231914016,0.042435282894818224,0.03509014605268297,0.08045023695652151,-0.01942881881539521,0.0958264539263215,-0.2056639962287357,0.048873052558078334,0.014038668172966708,-0.1343160798459233,-0.16860008231548246,-0.037023174233210554,-0.06800808066678271,-0.15976540342903825,-0.19782343766856536,0.07809184310667165,HF,2017,81091,0.01509066,0.460714489,HF,2017,Fall
H173Fg09,0.08852596971859261,-0.07598338957607607,0.03416726804103986,0.021477692562025336,0.0866142583699832,0.06526593747509578,0.06725119030961833,-0.03576765702725585,0.04895909831611011,0.07989631153152216,0.6627116037717548,0.08008442301141705,0.07631736054872944,0.0940286550913754,0.07150192874999936,0.066708567692305,0.06598293160487402,0.11490734447092175,-0.044130252893213553,0.18585194831514448,0.25147522365129105,0.12627439655141334,-0.0029946848575397433,0.09255461828687572,0.1335060852524149,0.1369043850312124,0.18723587008148404,0.14090615641649756,0.12086313602254493,0.1294265134707384,0.09602469528370328,0.07365341530383011,0.04673373645195427,0.18849091666768386,0.008949146857233435,0.0790043178425293,-0.013569831893009691,0.05157252525364481,0.07021731440820407,0.07744190223860024,0.13321334014526792,0.07151476485391817,-0.15069003028450523,HF,2017,60850,0.019897924,0.116563789,HF,2017,Fall
H173Fg14,-0.0663168349892159,-0.0806577583403221,0.018962481235793645,0.02637471353678136,-0.14015748315160298,-0.011954523662282793,-0.023293475405176175,0.03900174071878673,0.09428858443753241,0.16617952512856504,0.03469085392798038,9.881372464021984e-4,-1.3409380534295048e-4,0.03208394931071358,-0.022046136286047773,0.024991295681081823,-0.044408751308227655,0.0796203553370858,0.14724718868603903,0.14637128071791647,0.1452284446749591,-0.00541401523821056,-0.03392611204226491,0.06327325228193414,0.10249860195192251,-0.11627911461604196,-0.051788744855237476,0.12157463878867367,0.039475581884461326,0.07775581910955841,0.07840126406497207,0.02040043692150821,0.02899660469386632,-0.046067602431822,0.07849984515199655,0.043772134934175665,-0.10666151880268118,-0.06443513596685584,0.0037344001144674413,0.04129718677139948,-0.008677472723925292,-0.04902968738825464,0.0370596332597212,HF,2017,150496,0.009089832,0.185359054,HF,2017,Fall
H173Fg24,-0.15103370951425418,-0.23398965141536704,0.136648010818467,-0.018827976458253338,-0.13150846710830974,-0.11103572059868609,-0.02458049464197778,-0.14061050018917892,-0.08857478670807727,0.007666503274201907,-0.07628809585225707,-0.085004369901923,0.019853731614485157,0.09205363684330276,-0.07583885484957084,0.040140562415333605,-0.016268199235071404,0.0994187209629811,-0.013008765084666857,0.19362740882607204,0.1225802983988057,0.2050895804824783,0.37830750482886505,0.07871158046217838,0.15621861529858408,-0.06172047808288154,-0.053095507327188325,0.0027143286032272193,0.03814189159944766,0.08072081736524393,0.08052527128202996,0.05848695818606831,0.1899968951384156,-0.10430022244529015,0.08734100967853478,0.07227148654747267,-0.09366263460290382,-0.09665590623221032,0.005294184068680051,0.01954445338451637,-0.10614088177855309,-0.07574853415913448,0.1484821654957944,HF,2017,141939,0.001212585,0.046712676,HF,2017,Fall
H173Fg25,-0.046434073285280646,-0.21880506740126154,0.035897315408720105,0.04871667317079821,-0.1031989795085998,-0.0869615052644347,-0.02721346681460229,-0.1619401186012731,-0.01377522816236587,0.12022645659246313,0.13987032266287905,-0.055242750938418225,0.00518082987383283,0.045599538990752975,-0.06104884643829497,0.02446703070098848,0.020352256353730294,0.13283768139161106,0.14930768299707448,0.19935596472717237,0.1553748131767007,0.17628814052340322,0.16997980026617407,0.022486119732685664,0.1071391498606962,-0.04014959649537559,-0.07593982917390611,0.07903997764288416,0.07521472381234558,0.07911641953786994,0.07808601077156678,0.05670099010150589,0.08962493311087907,0.03884744730456603,0.07489212785535049,0.05001156859338928,-0.13901466971634552,-0.06967367844336762,0.0030339804591724474,0.03541654410125458,-0.08893676223885594,-0.011796301492427134,-0.16622422888062285,HF,2017,121716,9.98443e-4,0.048144357,HF,2017,Fall
H173Fg28,0.05777150281515154,-0.0738325906498551,0.0812938153027076,0.007302220282300606,4.4260332846612465e-4,0.05382300343286251,0.0510566815780005,-0.1852622600779463,-0.10992336035643799,0.14471775463783162,-0.05564269456609692,0.05579455406145474,0.06613888134486993,0.09895921454267605,0.02087187929222452,0.08989108085633643,0.038387695839666634,0.06736692586950692,-0.004168459844629684,0.13296389864148733,0.18147387108316096,0.2081207179255713,0.1683669462318191,0.06307880652534685,0.07346868427607504,0.11442859312412056,0.10111530888144701,0.0307466531092157,0.09447613496438201,0.09159715198366003,0.10163065046203124,0.08303057440096985,0.09432472510169415,0.03439031354051505,0.04237897654050083,0.12406761900778293,-0.045764961219455225,0.054760668256243115,0.0950400883889124,0.08882687995631197,0.052968143531515785,0.08055731299367061,-0.2228511015368003,HF,2017,260845,0.005818461,0.042599623,HF,2017,Fall
H173Fg29,-0.17677720843704142,-0.2891440784376945,0.0270248012023987,0.08980593630048686,-0.26603755054937006,-0.27025202129461545,-0.09174004645047944,-0.20173230597913383,-0.21072106110311029,0.11421635753594328,-0.13426728670310462,-0.2755909692691694,-0.10130729264812939,0.020570277062008396,-0.15118442032685195,-0.014664048775156388,-0.11304668963370507,0.11313563451339734,0.06122581325232684,0.13412684847258252,0.08842379781137573,0.28572546952122,0.4227122317564208,0.008280720287633431,-0.08715420097367269,-0.2358698826368184,-0.2094364103066778,0.019517994382680894,-0.07795412555727227,-0.06267748109645747,-0.05701489639053621,-0.04052249102588901,0.1496594844631058,-0.1075458384430289,0.032554659653102724,-0.017261276283937504,-0.28472770106488354,-0.18694117874731978,-0.17101472983654095,-0.09726863880558714,-0.18302389421771637,-0.08734883453270494,-0.1599080977087688,HF,2017,271124,3.12437e-4,0.007780705,HF,2017,Fall
