TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative		Category
GO:0000076	DNA replication checkpoint signaling	-1.440300585	3.64630568	0.014728328	0.844162566	0.21591126	null		BP
GO:0000727	double-strand break repair via break-induced replication	-2.189196819	3.585235063	0.012795817	0.739398722	0.29229476	null		BP
GO:0006000	fructose metabolic process	-1.441080864	3.900476371	0.026446463	0.878304065	0.23315948	null		BP
GO:0006268	DNA unwinding involved in DNA replication	-2.184857624	4.198464635	0.052527046	0.706303019	0.61814999	null		BP
GO:0006754	ATP biosynthetic process	-1.443660893	5.091825174	0.41092967	0.730575553	0.20314055	null		BP
GO:0009306	protein secretion	-1.42297286	5.023918827	0.35144758	0.989269263	0.00851166	null		BP
GO:0009416	response to light stimulus	-2.178167986	4.722477614	0.175555818	0.92964327	0	null		BP
GO:0009686	gibberellin biosynthetic process	-2.499996696	3.019531685	0.003475859	0.881595686	0	null		BP
GO:0010112	regulation of systemic acquired resistance	-1.718610037	3.122543524	0.004407189	0.961698018	0	null		BP
GO:0015937	coenzyme A biosynthetic process	-1.430679249	4.688206182	0.162234464	0.739674387	0.68392914	null		BP
GO:0043111	replication fork arrest	-1.440300585	2.474216264	0.000987876	0.676953862	0.50067842	null		BP
GO:0098609	cell-cell adhesion	-1.740734952	4.944546825	0.292743817	0.989391579	0.00607129	null		BP
GO:1902975	mitotic DNA replication initiation	-2.494226273	3.40277707	0.008405259	0.724553443	0.03662599	null		BP
GO:0000347	THO complex	-1.956074555	3.790777601	0.023517567	0.5704116	0.2814399	null		CC
GO:0005840	ribosome	-2.455663103	5.96735559	3.532158826	0.865401809	0	null		CC
GO:0009349	riboflavin synthase complex	-1.437667742	4.005395032	0.038551141	0.568779558	0.42522045	null		CC
GO:0031298	replication fork protection complex	-1.440300585	3.069668097	0.004466662	0.561955489	0.40531801	null		CC
GO:0042555	MCM complex	-1.962312464	4.134559577	0.051905433	0.642957563	0.30227441	null		CC
GO:0045259	proton-transporting ATP synthase complex	-1.443660893	5.046974847	0.424283411	0.433367573	0.37617795	null		CC
GO:0033177	"proton-transporting two-sector ATPase complex, proton-transporting domain"	33177	-1.443660893	4.857229943	0.274099985	0.443329153	0.89945288	45259	CC
GO:1990904	ribonucleoprotein complex	-3.252191352	6.059656174	4.368586075	0.539627786	0	null		CC
GO:0000906	"6,7-dimethyl-8-ribityllumazine synthase activity"	-1.437667742	3.994493123	0.026896467	0.696235801	0.14792859	null		MF
GO:0003824	catalytic activity	-1.423101691	7.362887571	62.82516583	1	0	null		MF
GO:0004140	dephospho-CoA kinase activity	-1.715738767	4.076713245	0.032502962	0.841703713	0.27784778	null		MF
GO:0004595	pantetheine-phosphate adenylyltransferase activity	-1.715738767	3.963173716	0.02502491	0.843410838	0.01974137	null		MF
GO:0015078	proton transmembrane transporter activity	-1.443660893	5.441794078	0.753422523	0.998933782	0.00693227	null		MF
GO:0016707	gibberellin 3-beta-dioxygenase activity	-1.739074366	2.274157849	0.000509434	0.891143227	0.5747236	null		MF
GO:0016874	ligase activity	-1.621009498	6.090132792	3.352575217	0.95892341	0.02956651	null		MF
GO:0017116	single-stranded DNA helicase activity	-2.189316761	3.563836919	0.009976184	0.969361804	0	null		MF
GO:0045544	gibberellin 20-oxidase activity	-1.739395102	2.396199347	0.000675613	0.890825332	0.01636478	null		MF
GO:0047293	4-hydroxybenzoate nonaprenyltransferase activity	-1.428134488	3.641969598	0.011943088	0.608616087	0.54664255	null		MF
GO:0002083	4-hydroxybenzoate decaprenyltransferase activity	2083	-1.428134488	3.642860053	0.011967606	0.608589004	0.91341012	47293	MF
GO:0008412	4-hydroxybenzoate octaprenyltransferase activity	8412	-1.428134488	3.664829941	0.012588734	0.607920786	0.91330612	47293	MF
GO:0061665	SUMO ligase activity	-1.4436611	2.919078092	0.002258399	0.876064082	0.12863192	null		MF
GO:0070063	RNA polymerase binding	-1.740766318	4.459965137	0.07855904	1	0	null		MF
